id,purchase_order_id,product_variant_id,quantity_ordered,unit_cost,line_total
4689,1546,826,34,685.96,23322.64
4690,1546,811,50,1632.08,81604.00
4691,1547,761,48,1277.72,61330.56
4692,1547,145,5,1381.77,6908.85
4693,1547,322,12,2073.47,24881.64
4694,1548,728,44,1255.51,55242.44
4695,1548,150,38,2168.62,82407.56
4696,1548,616,1,1003.06,1003.06
4697,1548,983,3,1976.96,5930.88
4698,1549,352,34,1314.04,44677.36
4699,1550,777,41,31.12,1275.92
4700,1550,537,19,894.70,16999.30
4701,1551,634,17,1258.11,21387.87
4702,1551,601,7,1268.08,8876.56
4703,1551,219,28,1454.81,40734.68
4704,1552,268,30,1195.14,35854.20
4705,1552,85,1,1511.22,1511.22
4706,1553,114,24,339.78,8154.72
4707,1553,636,34,352.18,11974.12
4708,1553,316,40,1922.80,76912.00
4709,1553,825,37,1394.06,51580.22
4710,1553,915,29,290.87,8435.23
4711,1554,867,4,1625.04,6500.16
4712,1554,963,13,139.02,1807.26
4713,1554,681,24,703.64,16887.36
4714,1554,617,12,1071.80,12861.60
4715,1554,246,9,1658.30,14924.70
4716,1555,329,24,1481.18,35548.32
4717,1555,769,7,56.29,394.03
4718,1556,256,25,997.65,24941.25
4719,1556,455,15,1317.63,19764.45
4720,1557,709,25,711.01,17775.25
4721,1557,384,13,510.18,6632.34
4722,1557,535,16,1731.36,27701.76
4723,1558,758,38,2076.13,78892.94
4724,1558,126,19,626.15,11896.85
4725,1558,710,44,2131.56,93788.64
4726,1558,459,43,187.12,8046.16
4727,1558,550,9,312.49,2812.41
4728,1559,840,45,2026.30,91183.50
4729,1559,550,31,296.55,9193.05
4730,1559,622,50,679.42,33971.00
4731,1559,234,42,624.53,26230.26
4732,1559,458,43,287.91,12380.13
4733,1560,995,6,785.90,4715.40
4734,1560,571,3,1558.75,4676.25
4735,1560,45,28,1806.49,50581.72
4736,1561,648,47,1493.38,70188.86
4737,1561,299,10,149.61,1496.10
4738,1561,874,9,1846.60,16619.40
4739,1562,422,8,390.18,3121.44
4740,1563,926,8,475.73,3805.84
4741,1563,262,28,815.22,22826.16
4742,1563,973,6,1377.23,8263.38
4743,1563,560,13,1725.18,22427.34
4744,1563,594,39,916.50,35743.50
4745,1564,837,9,691.89,6227.01
4746,1565,219,10,1373.24,13732.40
4747,1565,71,8,830.49,6643.92
4748,1566,271,49,38.70,1896.30
4749,1566,437,36,407.36,14664.96
4750,1566,537,12,833.89,10006.68
4751,1567,803,24,1633.22,39197.28
4752,1567,458,49,340.54,16686.46
4753,1567,618,29,1236.46,35857.34
4754,1567,1001,48,1042.42,50036.16
4755,1568,544,27,1000.96,27025.92
4756,1568,92,14,1052.31,14732.34
4757,1568,848,31,1129.73,35021.63
4758,1568,502,36,830.44,29895.84
4759,1568,107,8,1548.23,12385.84
4760,1569,103,22,442.95,9744.90
4761,1570,824,17,319.00,5423.00
4762,1570,358,49,143.48,7030.52
4763,1570,531,7,647.32,4531.24
4764,1570,523,41,1812.14,74297.74
4765,1571,844,47,1477.40,69437.80
4766,1571,930,23,1435.98,33027.54
4767,1571,278,49,905.80,44384.20
4768,1571,279,49,1564.42,76656.58
4769,1571,505,39,1732.19,67555.41
4770,1572,488,4,1590.52,6362.08
4771,1572,381,38,1211.42,46033.96
4772,1573,137,8,733.37,5866.96
4773,1573,479,22,523.89,11525.58
4774,1573,561,40,1668.07,66722.80
4775,1574,924,9,1245.83,11212.47
4776,1574,314,19,1774.15,33708.85
4777,1574,917,19,398.75,7576.25
4778,1575,192,1,1796.79,1796.79
4779,1575,464,46,113.75,5232.50
4780,1575,314,5,1558.60,7793.00
4781,1575,630,50,1084.82,54241.00
4782,1576,606,1,1512.02,1512.02
4783,1576,634,37,1488.09,55059.33
4784,1576,238,1,279.74,279.74
4785,1577,565,4,1854.37,7417.48
4786,1577,640,2,1117.36,2234.72
4787,1577,422,49,379.13,18577.37
4788,1578,869,9,2039.44,18354.96
4789,1578,796,17,1088.91,18511.47
4790,1578,909,39,1316.96,51361.44
4791,1578,818,27,1292.52,34898.04
4792,1578,209,4,809.62,3238.48
4793,1579,572,38,1967.26,74755.88
4794,1579,218,47,122.54,5759.38
4795,1579,965,40,767.50,30700.00
4796,1579,792,1,255.94,255.94
4797,1580,211,48,1280.65,61471.20
4798,1580,989,33,1619.77,53452.41
4799,1581,413,13,1053.76,13698.88
4800,1581,628,10,1993.25,19932.50
4801,1581,216,21,1669.29,35055.09
4802,1581,334,43,856.99,36850.57
4803,1582,891,32,1396.76,44696.32
4804,1582,990,5,508.12,2540.60
4805,1582,243,36,217.48,7829.28
4806,1582,790,27,2169.66,58580.82
4807,1582,199,20,1165.88,23317.60
4808,1583,606,50,1794.48,89724.00
4809,1583,649,4,1873.17,7492.68
4810,1583,838,16,1183.44,18935.04
4811,1583,560,3,1757.13,5271.39
4812,1583,228,31,1078.23,33425.13
4813,1584,373,6,1327.87,7967.22
4814,1584,801,45,566.67,25500.15
4815,1584,949,10,1086.68,10866.80
4816,1584,662,15,1146.59,17198.85
4817,1584,628,40,1993.25,79730.00
4818,1585,799,2,266.59,533.18
4819,1586,431,9,2141.89,19277.01
4820,1586,640,44,1141.65,50232.60
4821,1586,903,49,1619.85,79372.65
4822,1586,197,12,228.43,2741.16
4823,1586,802,39,891.89,34783.71
4824,1587,962,15,1657.00,24855.00
4825,1588,656,28,1404.35,39321.80
4826,1588,68,38,217.41,8261.58
4827,1588,805,19,2043.79,38832.01
4828,1589,214,7,450.31,3152.17
4829,1589,799,19,279.92,5318.48
4830,1589,805,37,2081.99,77033.63
4831,1589,545,39,281.45,10976.55
4832,1589,446,23,191.10,4395.30
4833,1590,402,33,950.82,31377.06
4834,1591,930,24,1514.88,36357.12
4835,1592,766,23,1890.52,43481.96
4836,1592,101,40,1781.22,71248.80
4837,1592,207,1,1784.09,1784.09
4838,1593,293,19,1496.99,28442.81
4839,1593,545,25,329.36,8234.00
4840,1593,459,47,159.40,7491.80
4841,1594,695,5,1557.56,7787.80
4842,1594,266,10,1993.55,19935.50
4843,1594,419,19,546.20,10377.80
4844,1594,65,42,983.25,41296.50
4845,1595,942,1,1314.81,1314.81
4846,1595,67,39,1092.08,42591.12
4847,1596,777,39,32.76,1277.64
4848,1596,148,40,564.81,22592.40
4849,1596,640,28,1287.39,36046.92
4850,1596,789,47,362.08,17017.76
4851,1597,657,29,488.78,14174.62
4852,1597,659,40,975.76,39030.40
4853,1597,941,26,1278.88,33250.88
4854,1598,21,15,349.97,5249.55
4855,1598,2,20,497.45,9949.00
4856,1598,429,32,50.02,1600.64
4857,1598,443,23,1098.36,25262.28
4858,1598,840,26,2103.49,54690.74
4859,1599,459,45,183.66,8264.70
4860,1600,677,49,344.31,16871.19
4861,1600,441,25,281.81,7045.25
4862,1601,283,48,1469.44,70533.12
4863,1601,394,17,1636.62,27822.54
4864,1601,417,15,1339.43,20091.45
4865,1601,547,23,1636.53,37640.19
4866,1601,356,4,252.72,1010.88
4867,1602,832,30,791.71,23751.30
4868,1602,692,49,1058.00,51842.00
4869,1602,405,12,1535.73,18428.76
4870,1603,512,45,165.20,7434.00
4871,1603,978,32,1826.15,58436.80
4872,1603,84,40,493.67,19746.80
4873,1603,987,11,1983.03,21813.33
4874,1603,283,28,1569.30,43940.40
4875,1604,619,50,563.45,28172.50
4876,1604,906,18,1435.54,25839.72
4877,1604,892,15,801.49,12022.35
4878,1604,671,29,801.98,23257.42
4879,1605,396,28,306.87,8592.36
4880,1606,36,1,1457.05,1457.05
4881,1606,482,25,642.49,16062.25
4882,1606,750,9,443.58,3992.22
4883,1606,295,25,1161.82,29045.50
4884,1607,13,28,676.68,18947.04
4885,1607,934,21,1610.15,33813.15
4886,1607,198,12,623.52,7482.24
4887,1607,202,6,1447.98,8687.88
4888,1608,478,14,1646.76,23054.64
4889,1608,323,37,1670.56,61810.72
4890,1609,946,47,1544.73,72602.31
4891,1609,974,32,860.15,27524.80
4892,1610,473,48,753.01,36144.48
4893,1610,965,27,804.04,21709.08
4894,1611,838,12,1337.80,16053.60
4895,1611,291,12,1272.18,15266.16
4896,1611,844,12,1272.20,15266.40
4897,1611,763,33,949.64,31338.12
4898,1611,810,29,703.88,20412.52
4899,1612,796,12,1088.91,13066.92
4900,1613,418,9,735.77,6621.93
4901,1614,755,21,2080.98,43700.58
4902,1614,327,32,1123.51,35952.32
4903,1615,726,37,100.64,3723.68
4904,1615,484,3,254.80,764.40
4905,1615,448,47,1294.12,60823.64
4906,1615,905,48,721.90,34651.20
4907,1616,896,41,1920.92,78757.72
4908,1616,639,40,1552.87,62114.80
4909,1616,89,28,531.88,14892.64
4910,1617,166,24,1981.37,47552.88
4911,1617,579,39,980.80,38251.20
4912,1617,696,47,1687.55,79314.85
4913,1617,996,12,870.20,10442.40
4914,1618,21,22,331.74,7298.28
4915,1618,293,28,1770.64,49577.92
4916,1618,319,9,897.23,8075.07
4917,1618,625,12,718.49,8621.88
4918,1619,510,19,189.94,3608.86
4919,1619,178,27,1496.85,40414.95
4920,1620,702,13,1228.54,15971.02
4921,1620,631,45,1870.74,84183.30
4922,1620,1009,31,1036.77,32139.87
4923,1620,160,14,517.56,7245.84
4924,1621,678,25,572.33,14308.25
4925,1621,285,30,284.37,8531.10
4926,1621,484,8,254.80,2038.40
4927,1621,849,9,254.17,2287.53
4928,1621,264,33,870.18,28715.94
4929,1622,329,25,1345.29,33632.25
4930,1622,158,17,1193.26,20285.42
4931,1622,279,46,1764.14,81150.44
4932,1622,174,18,1600.29,28805.22
4933,1622,877,23,537.89,12371.47
4934,1623,199,28,1014.75,28413.00
4935,1623,947,40,1000.95,40038.00
4936,1623,948,38,654.60,24874.80
4937,1623,627,7,399.22,2794.54
4938,1624,513,23,1394.64,32076.72
4939,1625,764,22,797.43,17543.46
4940,1625,82,32,1095.38,35052.16
4941,1626,804,4,858.12,3432.48
4942,1626,925,20,69.68,1393.60
4943,1626,839,48,1443.91,69307.68
4944,1626,946,50,1733.89,86694.50
4945,1627,758,21,1979.12,41561.52
4946,1627,693,47,1733.99,81497.53
4947,1627,423,30,158.70,4761.00
4948,1628,781,45,474.90,21370.50
4949,1628,722,13,453.68,5897.84
4950,1628,298,44,715.94,31501.36
4951,1628,469,42,1169.81,49132.02
4952,1629,79,45,518.17,23317.65
4953,1629,610,11,934.84,10283.24
4954,1629,807,33,328.62,10844.46
4955,1629,446,7,181.35,1269.45
4956,1630,313,46,1420.36,65336.56
4957,1630,317,12,198.40,2380.80
4958,1631,541,41,258.59,10602.19
4959,1631,948,25,800.06,20001.50
4960,1631,409,26,440.83,11461.58
4961,1632,978,42,1724.70,72437.40
4962,1632,828,31,1658.30,51407.30
4963,1632,215,37,713.24,26389.88
4964,1633,363,10,297.17,2971.70
4965,1633,665,36,227.52,8190.72
4966,1633,435,43,1973.73,84870.39
4967,1634,489,5,854.85,4274.25
4968,1634,437,2,407.36,814.72
4969,1634,682,25,1753.32,43833.00
4970,1635,732,47,982.35,46170.45
4971,1636,298,29,837.80,24296.20
4972,1636,447,48,1218.40,58483.20
4973,1637,789,3,401.87,1205.61
4974,1637,313,39,1654.49,64525.11
4975,1637,649,34,1785.64,60711.76
4976,1638,472,5,1157.29,5786.45
4977,1638,768,34,1112.15,37813.10
4978,1638,356,46,260.46,11981.16
4979,1639,200,8,1597.43,12779.44
4980,1639,14,28,2114.17,59196.76
4981,1639,782,32,726.40,23244.80
4982,1639,879,9,1799.36,16194.24
4983,1640,237,42,1624.94,68247.48
4984,1640,978,35,1724.70,60364.50
4985,1640,869,14,1841.44,25780.16
4986,1640,724,10,1539.05,15390.50
4987,1641,577,23,1451.13,33375.99
4988,1641,968,32,912.09,29186.88
4989,1641,336,6,1838.49,11030.94
4990,1641,245,26,1555.29,40437.54
4991,1642,996,46,887.96,40846.16
4992,1642,264,42,934.98,39269.16
4993,1642,117,34,631.48,21470.32
4994,1643,446,16,191.10,3057.60
4995,1643,713,27,1285.16,34699.32
4996,1643,996,23,834.68,19197.64
4997,1643,510,29,189.94,5508.26
4998,1644,413,40,1145.39,45815.60
4999,1645,184,40,174.38,6975.20
5000,1645,18,42,492.24,20674.08
5001,1645,212,29,1372.79,39810.91
5002,1646,626,44,1278.83,56268.52
5003,1647,626,13,1266.65,16466.45
5004,1647,594,28,935.80,26202.40
5005,1648,224,8,1799.71,14397.68
5006,1648,243,23,215.35,4953.05
5007,1648,604,9,295.20,2656.80
5008,1648,311,49,1917.12,93938.88
5009,1648,948,3,690.96,2072.88
5010,1649,933,27,680.47,18372.69
5011,1649,741,31,1193.90,37010.90
5012,1649,175,45,530.63,23878.35
5013,1650,744,1,1610.71,1610.71
5014,1650,653,16,1047.95,16767.20
5015,1650,312,49,644.11,31561.39
5016,1650,831,33,865.32,28555.56
5017,1650,7,47,87.56,4115.32
5018,1651,73,20,412.06,8241.20
5019,1651,28,34,874.72,29740.48
5020,1651,593,7,1226.55,8585.85
5021,1652,287,8,528.06,4224.48
5022,1653,116,36,1374.45,49480.20
5023,1653,501,15,2030.27,30454.05
5024,1653,869,24,2039.44,48946.56
5025,1653,7,15,92.66,1389.90
5026,1653,459,15,159.40,2391.00
5027,1654,724,37,1368.05,50617.85
5028,1654,925,24,71.12,1706.88
5029,1654,720,45,1396.44,62839.80
5030,1654,844,43,1381.64,59410.52
5031,1654,816,17,1540.85,26194.45
5032,1655,799,28,274.59,7688.52
5033,1655,748,17,678.05,11526.85
5034,1655,871,48,1580.31,75854.88
5035,1655,978,20,1673.97,33479.40
5036,1655,885,29,433.94,12584.26
5037,1656,699,28,1889.55,52907.40
5038,1656,408,1,274.25,274.25
5039,1656,140,12,426.73,5120.76
5040,1657,16,40,1291.90,51676.00
5041,1657,136,1,755.17,755.17
5042,1658,330,5,1216.90,6084.50
5043,1659,26,24,1115.34,26768.16
5044,1659,362,49,792.81,38847.69
5045,1659,990,24,539.88,12957.12
5046,1659,757,33,474.55,15660.15
5047,1659,195,13,1352.40,17581.20
5048,1660,876,32,535.59,17138.88
5049,1661,41,35,1108.12,38784.20
5050,1661,344,22,2006.72,44147.84
5051,1661,190,37,126.63,4685.31
5052,1662,361,41,714.76,29305.16
5053,1663,69,46,155.94,7173.24
5054,1664,926,1,551.65,551.65
5055,1664,526,17,1654.83,28132.11
5056,1664,980,3,1835.72,5507.16
5057,1664,17,3,629.51,1888.53
5058,1665,381,20,1163.45,23269.00
5059,1665,762,27,1811.60,48913.20
5060,1665,713,28,1373.36,38454.08
5061,1666,161,34,384.16,13061.44
5062,1666,885,36,455.85,16410.60
5063,1666,511,18,1225.25,22054.50
5064,1666,385,46,534.57,24590.22
5065,1666,979,17,1207.43,20526.31
5066,1667,151,40,906.52,36260.80
5067,1668,463,21,1330.92,27949.32
5068,1668,280,48,1806.74,86723.52
5069,1669,324,31,313.48,9717.88
5070,1669,758,11,1746.28,19209.08
5071,1669,436,40,1328.21,53128.40
5072,1670,943,2,1357.25,2714.50
5073,1670,941,5,1339.78,6698.90
5074,1670,468,48,354.93,17036.64
5075,1670,179,48,616.24,29579.52
5076,1671,117,41,575.21,23583.61
5077,1671,770,15,23.18,347.70
5078,1671,607,47,1104.73,51922.31
5079,1671,255,12,1877.35,22528.20
5080,1672,269,37,604.44,22364.28
5081,1672,84,15,498.37,7475.55
5082,1672,620,2,1496.28,2992.56
5083,1672,949,39,1240.23,48368.97
5084,1673,904,22,598.25,13161.50
5085,1673,336,41,1973.96,80932.36
5086,1673,371,29,810.91,23516.39
5087,1674,499,42,1227.60,51559.20
5088,1674,147,40,1861.87,74474.80
5089,1674,924,8,1489.58,11916.64
5090,1674,412,43,995.22,42794.46
5091,1675,933,4,646.10,2584.40
5092,1675,353,49,208.71,10226.79
5093,1676,287,36,528.06,19010.16
5094,1676,501,41,1723.82,70676.62
5095,1676,260,24,951.42,22834.08
5096,1677,500,18,970.78,17474.04
5097,1677,413,11,1053.76,11591.36
5098,1678,995,41,731.97,30010.77
5099,1678,369,9,1747.58,15728.22
5100,1678,361,33,627.10,20694.30
5101,1679,678,31,560.77,17383.87
5102,1679,576,43,1769.23,76076.89
5103,1679,488,15,1503.77,22556.55
5104,1680,832,31,791.71,24543.01
5105,1680,249,50,1299.36,64968.00
5106,1680,556,3,1283.96,3851.88
5107,1680,101,28,1748.83,48967.24
5108,1680,261,10,1201.12,12011.20
5109,1681,65,1,896.49,896.49
5110,1681,367,41,1005.78,41236.98
5111,1681,816,5,1479.82,7399.10
5112,1682,942,26,1387.06,36063.56
5113,1682,424,32,32.23,1031.36
5114,1682,940,11,631.10,6942.10
5115,1682,852,23,1242.21,28570.83
5116,1682,485,14,988.47,13838.58
5117,1683,385,41,579.59,23763.19
5118,1683,28,47,903.56,42467.32
5119,1683,24,24,1586.46,38075.04
5120,1684,816,39,1632.38,63662.82
5121,1684,27,14,1656.46,23190.44
5122,1684,209,21,764.64,16057.44
5123,1684,679,43,1118.58,48098.94
5124,1685,383,29,32.07,930.03
5125,1685,371,44,834.30,36709.20
5126,1685,857,4,1213.32,4853.28
5127,1685,750,40,496.05,19842.00
5128,1686,985,23,1587.94,36522.62
5129,1686,466,31,704.09,21826.79
5130,1687,150,45,1969.66,88634.70
5131,1687,404,42,196.40,8248.80
5132,1687,114,8,303.84,2430.72
5133,1687,400,14,1552.02,21728.28
5134,1687,145,17,1396.31,23737.27
5135,1688,591,12,1281.72,15380.64
5136,1688,645,32,1233.65,39476.80
5137,1689,497,27,225.67,6093.09
5138,1689,310,7,1648.21,11537.47
5139,1690,398,27,523.33,14129.91
5140,1690,967,1,590.29,590.29
5141,1691,683,18,1944.86,35007.48
5142,1691,441,3,288.00,864.00
5143,1692,343,39,515.45,20102.55
5144,1692,190,30,115.67,3470.10
5145,1692,118,27,410.58,11085.66
5146,1693,818,28,1077.10,30158.80
5147,1694,691,12,1690.83,20289.96
5148,1695,453,24,1098.75,26370.00
5149,1695,520,42,47.38,1989.96
5150,1696,648,15,1299.79,19496.85
5151,1696,468,14,332.34,4652.76
5152,1697,879,45,1839.35,82770.75
5153,1697,518,46,1026.51,47219.46
5154,1697,854,17,1322.72,22486.24
5155,1697,984,41,289.21,11857.61
5156,1697,883,2,282.34,564.68
5157,1698,5,30,669.58,20087.40
5158,1699,797,7,61.61,431.27
5159,1699,317,25,204.07,5101.75
5160,1699,258,48,1834.52,88056.96
5161,1700,847,31,253.94,7872.14
5162,1700,381,34,1271.40,43227.60
5163,1700,551,9,1551.80,13966.20
5164,1700,553,38,1198.36,45537.68
5165,1700,247,28,1855.17,51944.76
5166,1701,376,23,532.01,12236.23
5167,1701,660,41,1044.14,42809.74
5168,1701,43,24,625.32,15007.68
5169,1701,50,49,346.03,16955.47
5170,1702,540,38,1253.19,47621.22
5171,1702,459,14,159.40,2231.60
5172,1702,573,14,368.86,5164.04
5173,1702,959,33,1015.09,33497.97
5174,1703,62,21,1207.15,25350.15
5175,1704,753,47,1570.60,73818.20
5176,1704,411,47,1883.25,88512.75
5177,1704,1007,22,1838.59,40448.98
5178,1705,423,49,171.66,8411.34
5179,1705,288,40,22.46,898.40
5180,1705,26,16,997.37,15957.92
5181,1705,701,30,708.81,21264.30
5182,1706,235,50,409.16,20458.00
5183,1707,556,10,1326.76,13267.60
5184,1707,45,3,1990.83,5972.49
5185,1707,174,41,1938.13,79463.33
5186,1707,878,26,1218.86,31690.36
5187,1708,13,38,605.79,23020.02
5188,1708,179,21,566.44,11895.24
5189,1708,91,12,1715.76,20589.12
5190,1708,293,45,1513.09,68089.05
5191,1708,167,24,247.75,5946.00
5192,1709,775,44,942.35,41463.40
5193,1709,924,48,1286.45,61749.60
5194,1709,155,27,32.31,872.37
5195,1710,137,8,653.50,5228.00
5196,1710,422,21,342.32,7188.72
5197,1710,957,3,1031.48,3094.44
5198,1710,741,2,1206.73,2413.46
5199,1711,462,48,1072.33,51471.84
5200,1711,384,47,462.94,21758.18
5201,1712,304,32,1376.21,44038.72
5202,1712,187,28,1784.42,49963.76
5203,1712,264,31,833.15,25827.65
5204,1712,217,25,264.18,6604.50
5205,1712,97,48,1520.52,72984.96
5206,1713,897,50,83.03,4151.50
5207,1713,451,3,96.74,290.22
5208,1714,910,31,2173.13,67367.03
5209,1714,961,20,870.48,17409.60
5210,1714,26,2,1126.06,2252.12
5211,1714,214,14,472.60,6616.40
5212,1715,80,44,41.02,1804.88
5213,1715,962,11,1740.69,19147.59
5214,1715,851,17,1425.79,24238.43
5215,1715,273,22,414.35,9115.70
5216,1716,11,37,1080.97,39995.89
5217,1716,295,3,1161.82,3485.46
5218,1717,719,38,450.44,17116.72
5219,1718,965,8,767.50,6140.00
5220,1718,752,36,1398.54,50347.44
5221,1718,75,37,126.91,4695.67
5222,1719,240,43,1079.96,46438.28
5223,1719,999,30,1846.50,55395.00
5224,1719,539,38,1293.04,49135.52
5225,1719,297,40,442.20,17688.00
5226,1719,384,7,514.91,3604.37
5227,1720,830,37,1537.81,56898.97
5228,1720,452,36,720.75,25947.00
5229,1721,47,32,2070.39,66252.48
5230,1721,173,42,653.97,27466.74
5231,1721,927,29,1389.30,40289.70
5232,1721,471,27,1840.48,49692.96
5233,1721,466,34,744.71,25320.14
5234,1722,80,21,38.51,808.71
5235,1723,549,44,1481.05,65166.20
5236,1723,361,10,741.73,7417.30
5237,1723,776,28,1773.94,49670.32
5238,1723,618,35,1263.34,44216.90
5239,1724,795,47,797.69,37491.43
5240,1724,326,14,1401.48,19620.72
5241,1724,488,30,1576.06,47281.80
5242,1725,208,25,507.77,12694.25
5243,1726,804,16,834.29,13348.64
5244,1726,360,30,828.11,24843.30
5245,1727,431,45,1965.04,88426.80
5246,1727,794,33,920.99,30392.67
5247,1727,533,35,893.58,31275.30
5248,1728,781,8,507.18,4057.44
5249,1728,67,30,1104.21,33126.30
5250,1729,905,43,680.64,29267.52
5251,1729,744,30,1773.41,53202.30
5252,1730,430,34,275.54,9368.36
5253,1730,241,48,666.30,31982.40
5254,1730,434,46,62.49,2874.54
5255,1730,249,14,1233.07,17262.98
5256,1731,230,16,1020.22,16323.52
5257,1731,516,22,241.48,5312.56
5258,1731,540,25,1392.43,34810.75
5259,1732,346,45,939.26,42266.70
5260,1732,555,37,98.62,3648.94
5261,1733,471,31,1670.07,51772.17
5262,1733,265,28,1809.41,50663.48
5263,1733,236,7,233.92,1637.44
5264,1734,919,25,564.23,14105.75
5265,1734,55,22,1416.80,31169.60
5266,1734,237,21,1718.68,36092.28
5267,1735,419,48,627.54,30121.92
5268,1735,966,8,675.35,5402.80
5269,1735,988,32,70.24,2247.68
5270,1736,376,48,602.94,28941.12
5271,1736,835,49,514.76,25223.24
5272,1736,915,35,293.90,10286.50
5273,1736,530,14,622.43,8714.02
5274,1736,512,44,174.92,7696.48
5275,1737,861,2,520.45,1040.90
5276,1738,683,38,1769.82,67253.16
5277,1738,790,3,1811.36,5434.08
5278,1738,623,15,1053.45,15801.75
5279,1738,371,10,725.14,7251.40
5280,1739,779,39,48.60,1895.40
5281,1739,347,42,1120.28,47051.76
5282,1739,732,33,972.62,32096.46
5283,1739,828,39,1761.95,68716.05
5284,1739,60,2,941.96,1883.92
5285,1740,856,2,1754.39,3508.78
5286,1740,178,14,1358.25,19015.50
5287,1741,996,37,870.20,32197.40
5288,1741,231,42,1832.61,76969.62
5289,1741,229,22,1735.35,38177.70
5290,1741,367,42,894.03,37549.26
5291,1741,383,44,37.77,1661.88
5292,1742,602,29,1650.61,47867.69
5293,1742,388,3,1404.82,4214.46
5294,1742,734,47,1801.11,84652.17
5295,1742,141,10,1530.16,15301.60
5296,1743,807,6,304.50,1827.00
5297,1743,462,34,1148.15,39037.10
5298,1743,493,7,768.62,5380.34
5299,1743,910,8,2173.13,17385.04
5300,1744,481,6,1678.75,10072.50
5301,1744,854,25,1466.49,36662.25
5302,1745,89,32,557.45,17838.40
5303,1746,498,7,66.78,467.46
5304,1747,222,14,1038.98,14545.72
5305,1747,58,18,448.74,8077.32
5306,1747,31,36,248.25,8937.00
5307,1747,744,30,1594.44,47833.20
5308,1748,457,7,707.27,4950.89
5309,1749,131,6,662.05,3972.30
5310,1749,187,34,1784.42,60670.28
5311,1750,703,50,1032.62,51631.00
5312,1750,788,24,535.72,12857.28
5313,1751,871,38,1743.23,66242.74
5314,1751,885,21,398.87,8376.27
5315,1751,572,10,1873.58,18735.80
5316,1751,50,48,346.03,16609.44
5317,1752,229,3,1899.75,5699.25
5318,1753,871,40,1498.85,59954.00
5319,1753,630,42,1126.14,47297.88
5320,1753,534,13,417.73,5430.49
5321,1753,584,13,755.52,9821.76
5322,1754,933,45,694.21,31239.45
5323,1754,343,49,455.40,22314.60
5324,1754,178,32,1399.83,44794.56
5325,1755,49,11,1387.07,15257.77
5326,1755,338,7,176.87,1238.09
5327,1755,290,20,649.76,12995.20
5328,1755,471,30,1550.78,46523.40
5329,1756,213,10,211.42,2114.20
5330,1757,570,38,1212.10,46059.80
5331,1757,275,5,1229.05,6145.25
5332,1757,496,38,765.95,29106.10
5333,1757,501,42,1838.74,77227.08
5334,1757,158,16,1218.92,19502.72
5335,1758,189,13,1172.48,15242.24
5336,1759,723,19,847.36,16099.84
5337,1759,629,43,640.92,27559.56
5338,1759,830,10,1612.46,16124.60
5339,1760,89,12,511.42,6137.04
5340,1760,474,39,1478.15,57647.85
5341,1760,525,48,1957.09,93940.32
5342,1761,81,11,1283.49,14118.39
5343,1761,22,1,729.44,729.44
5344,1761,1008,29,1349.05,39122.45
5345,1761,815,3,1112.23,3336.69
5346,1762,926,34,506.10,17207.40
5347,1762,976,27,298.66,8063.82
5348,1763,555,16,85.05,1360.80
5349,1763,870,22,895.00,19690.00
5350,1764,993,50,1132.11,56605.50
5351,1764,690,40,1314.89,52595.60
5352,1765,423,32,170.04,5441.28
5353,1765,962,33,1774.16,58547.28
5354,1766,258,50,1904.40,95220.00
5355,1766,847,38,270.32,10272.16
5356,1766,233,38,1171.10,44501.80
5357,1767,668,44,379.18,16683.92
5358,1767,527,22,768.56,16908.32
5359,1768,790,21,2169.66,45562.86
5360,1769,278,33,1016.51,33544.83
5361,1769,936,36,1911.03,68797.08
5362,1770,399,6,391.40,2348.40
5363,1770,380,50,572.23,28611.50
5364,1771,789,2,437.68,875.36
5365,1771,990,33,481.65,15894.45
5366,1772,681,33,739.91,24417.03
5367,1772,300,17,577.16,9811.72
5368,1772,312,45,701.50,31567.50
5369,1772,528,4,1471.04,5884.16
5370,1773,172,23,231.54,5325.42
5371,1773,232,32,1135.90,36348.80
5372,1774,378,40,1792.24,71689.60
5373,1775,381,32,1139.46,36462.72
5374,1775,136,13,645.33,8389.29
5375,1775,893,38,1905.76,72418.88
5376,1775,740,24,1442.90,34629.60
5377,1775,200,46,1549.51,71277.46
5378,1776,660,36,1044.14,37589.04
5379,1776,59,1,1568.57,1568.57
5380,1777,255,21,1858.95,39037.95
5381,1778,525,31,1957.09,60669.79
5382,1778,554,44,648.75,28545.00
5383,1778,869,29,1782.04,51679.16
5384,1778,33,19,354.87,6742.53
5385,1779,931,21,1690.32,35496.72
5386,1779,453,12,1098.75,13185.00
5387,1779,597,7,1276.20,8933.40
5388,1779,899,26,1716.20,44621.20
5389,1779,418,7,809.34,5665.38
5390,1780,628,39,1711.18,66736.02
5391,1780,512,44,168.44,7411.36
5392,1780,490,28,1268.98,35531.44
5393,1780,980,20,1688.86,33777.20
5394,1780,308,11,1025.94,11285.34
5395,1781,916,38,781.99,29715.62
5396,1781,283,21,1555.04,32655.84
5397,1782,843,24,1869.55,44869.20
5398,1782,265,49,1927.42,94443.58
5399,1782,918,42,590.33,24793.86
5400,1782,983,31,1824.88,56571.28
5401,1783,182,2,1157.13,2314.26
5402,1784,544,2,1080.24,2160.48
5403,1784,863,15,902.23,13533.45
5404,1784,55,7,1403.56,9824.92
