id,return_number,order_id,customer_id,received_at_location_id,status,reason,total_refund_amount,created_at,updated_at
703,RT-000703,3405,1961,5,completed,Produto com defeitoo de fábrica,5372.24,2022-01-28 07:18:04,2022-01-28 07:18:04
704,RT-000704,42987,213,6,completed,Cliente desistiu da compra,1278.83,2020-12-10 15:25:38,2020-12-10 15:25:38
705,RT-000705,443,1578,1,completed,Produto com defeito de fábrica,0.00,2025-01-04 14:13:20,2025-01-04 14:13:20
706,RT-000706,38844,1882,2,completed,Tamanho/cor incorretos,4486.68,2024-02-15 10:33:50,2024-02-15 10:33:50
707,RT-000707,26592,714,6,open,Compra duplicada,0.00,2025-10-28 11:42:52,2025-10-28 11:42:52
708,RT-000708,1989,581,2,completed,Produto com defeito de fábrica,11737.89,2025-01-21 20:45:25,2025-01-21 20:45:25
709,RT-000709,21273,1139,5,completed,Cliente desistiu da compra,34548.72,2025-04-04 02:06:15,2025-04-04 02:06:15
710,RT-000710,2965,1240,2,completed,Item não corresponde à descrição,6505.40,2022-02-28 01:51:18,2022-02-28 01:51:18
711,RT-000711,45622,1053,4,completed,Produto com defeito de fábrica,0.00,2024-10-23 21:49:13,2024-10-23 21:49:13
712,RT-000712,25897,989,1,completed,Produto com defeito de fábrica,0.00,2020-03-09 10:19:35,2020-03-09 10:19:35
713,RT-000713,26073,1928,4,completed,Item não corresponde à descrição,3593.34,2026-01-30 21:36:46,2026-01-30 21:36:46
714,RT-000714,45362,223,5,completed,Compra duplicada,2553.86,2020-12-29 12:01:21,2020-12-29 12:01:21
715,RT-000715,7433,347,6,completed,Tamanho/cor incorretos,6715.30,2021-04-06 19:53:40,2021-04-06 19:53:40
716,RT-000716,6481,1802,5,cancelled,Tamanho/cor incorretos,302.58,2023-12-14 17:58:14,2023-12-14 17:58:14
717,RT-000717,48928,200,1,completed,,14261.60,2023-05-26 02:32:33,2023-05-26 02:32:33
718,RT-000718,21033,1266,4,cancelled,Produto avariado no transporte,15358.83,2025-11-17 06:35:44,2025-11-17 06:35:44
719,RT-000719,972,1828,4,completed,Produto avariado no transporte,9943.89,2025-03-31 00:13:50,2025-03-31 00:13:50
720,RT-000720,23193,1946,4,cancelled,Cliente desistiu da compra,100.17,2022-11-23 07:12:48,2022-11-23 07:12:48
721,RT-000721,43633,904,4,completed,Compra duplicada,1453.44,2023-02-22 21:30:28,2023-02-22 21:30:28
722,RT-000722,37430,1370,1,completed,Produto com defeito de fábrica,6587.40,2023-05-07 13:33:44,2023-05-07 13:33:44
723,RT-000723,23269,1408,6,completed,Tamanho/cor incorretos,0.00,2022-03-12 19:30:21,2022-03-12 19:30:21
724,RT-000724,13957,782,4,completed,Item não corresponde à descrição,3624.96,2027-01-22 05:55:28,2027-01-22 05:55:28
725,RT-000725,48089,1494,3,completed,Produto com defeito de fábrica,3929.79,2023-04-13 01:56:18,2023-04-13 01:56:18
726,RT-000726,35009,1751,4,completed,Compra duplicada,8668.79,2025-11-13 20:11:39,2025-11-13 20:11:39
727,RT-000727,32059,1034,4,completed,Cliente desistiu da compra,6225.66,2024-03-05 11:42:13,2024-03-05 11:42:13
728,RT-000728,39571,1946,6,completed,Item não corresponde à descrição,4299.63,2026-08-08 22:55:25,2026-08-08 22:55:25
729,RT-000729,36317,1415,6,completed,Produto avariado no transporte,3083.67,2022-06-26 04:54:25,2022-06-26 04:54:25
730,RT-000730,446,501,6,completed,Tamanho/cor incorretos,16053.65,2020-01-19 06:50:19,2020-01-19 06:50:19
731,RT-000731,22883,1516,1,open,Produto com defeito de fábrica,5005.15,2025-03-11 03:47:56,2025-03-11 03:47:56
732,RT-000732,17714,763,2,completed,Cliente desistiu da compra,0.00,2024-06-25 19:31:04,2024-06-25 19:31:04
733,RT-000733,44662,964,2,completed,Compra duplicada,0.00,2025-03-08 16:12:42,2025-03-08 16:12:42
734,RT-000734,39245,128,2,open,Tamanho/cor incorretos,0.00,2026-03-19 19:09:25,2026-03-19 19:09:25
735,RT-000735,18723,1626,6,open,Item não corresponde à descrição,26666.64,2021-02-23 15:30:19,2021-02-23 15:30:19
736,RT-000736,16200,648,4,completed,Compra duplicada,3507.90,2023-06-23 19:59:19,2023-06-23 19:59:19
737,RT-000737,16625,1523,3,completed,Produto avariado no transporte,0.00,2021-12-16 12:21:32,2021-12-16 12:21:32
738,RT-000738,27134,1742,5,completed,Produto avariado no transporte,12086.60,2025-04-21 04:40:48,2025-04-21 04:40:48
739,RT-000739,3074,81,4,completed, Tamanho/cor incorretos,0.00,2026-12-26 21:18:45,2026-12-26 21:18:45
740,RT-000740,35350,318,2,completed,Compra duplicada,8550.90,2023-03-15 10:37:01,2023-03-15 10:37:01
741,RT-000741,13837,1397,5,open,Tamanho/cor incorretos,2281.30,2025-01-16 06:31:41,2025-01-16 06:31:41
742,RT-000742,11050,1396,1,completed,Item não corresponde à descrição,5482.00,2024-11-07 02:05:03,2024-11-07 02:05:03
743,RT-000743,1507,1133,2,completed,Produto com defeito de fábrica,4744.72,2022-10-18 15:17:52,2022-10-18 15:17:52
744,RT-000744,29075,1892,4,completed,Item não corresponde à descrição,699.53,2025-01-27 23:30:39,2025-01-27 23:30:39
745,RT-000745,42255,1984,5,cancelled,Produto com defeito de fábrica,1958.94,2023-11-13 15:05:49,2023-11-13 15:05:49
746,RT-000746,25255,768,5,completed,Compra duplicada,3327.87,2025-05-01 14:08:55,2025-05-01 14:08:55
748,RT-000748,41545,1566,2,cancelled,Produto avariado no transporte,4304.44,2026-02-01 15:01:22,2026-02-01 15:01:22
749,RT-000749,37382,1658,4,cancelled,Produto com defeito de fábrica,11399.23,2020-12-29 01:08:53,2020-12-29 01:08:53
750,RT-000750,29015,746,5,completed,Produto avariado no transporte,0.00,2024-05-03 22:46:24,2024-05-03 22:46:24
751,RT-000751,35929,831,3,completed,Cliente desistiu da compra,286.64,2026-06-25 14:41:58,2026-06-25 14:41:58
752,RT-000752,15172,876,3,completed,Produto avariado no transporte,9565.85,2023-11-13 03:17:59,2023-11-13 03:17:59
753,RT-000753,8486,921,6,open,Produto com defeito de fábrica,41640.41,2026-07-26 13:06:18,2026-07-26 13:06:18
754,RT-000754,36797,706,2,completed,Produto avariado no transporte,237.38,2021-07-09 01:42:07,2021-07-09 01:42:07
755,RT-000755,16430,759,1,cancelled,Item não corresponde à descrição,1674.37,2023-01-12 12:17:33,2023-01-12 12:17:33
756,RT-000756,41176,1033,3,completed,Tamanho/cor incorretos,17640.39,2025-10-17 01:56:23,2025-10-17 01:56:23
757,RT-000757,38000,748,3,open,Compra duplicada,0.00,2024-12-23 18:18:41,2024-12-23 18:18:41
758,RT-000758,8009,482,1,completed,Tamanho/cor incorretos,453.87,2026-04-08 05:59:39,2026-04-08 05:59:39
759,RT-000759,16901,1755,2,open,Cliente desistiu da compra,3872.34,2025-01-10 22:50:33,2025-01-10 22:50:33
760,RT-000760,41100,1515,4,open,Cliente desistiu da compra,6802.24,2023-03-18 02:50:58,2023-03-18 02:50:58
761,RT-000761,21946,1599,5,completed,Produto com defeito de fábrica,0.00,2021-05-29 08:39:54,2021-05-29 08:39:54
762,RT-000762,3172,346,2,completed,Cliente desistiu da compra,0.00,2022-08-02 13:13:06,2022-08-02 13:13:06
763,RT-000763,38768,1490,6,cancelled,Outros,17168.83,2026-03-28 09:05:32,2026-03-28 09:05:32
764,RT-000764,49517,307,5,completed,—,8533.36,2024-03-20 21:59:29,2024-03-20 21:59:29
765,RT-000765,23562,1336,1,completed,Produto avariado no transporte,2422.72,2025-04-13 16:57:35,2025-04-13 16:57:35
766,RT-000766,2132,1363,1,cancelled,Cliente desistiu da compra,0.00,2020-12-31 10:45:00,2020-12-31 10:45:00
767,RT-000767,21941,846,3,open,Compra duplicada,0.00,2026-12-14 22:32:59,2026-12-14 22:32:59
768,RT-000768,49886,1204,4,open,Tamanho/cor incorretos,18150.11,2022-10-05 13:01:47,2022-10-05 13:01:47
769,RT-000769,6907,456,1,completed,Compra duplicada,13232.80,2026-12-27 20:48:28,2026-12-27 20:48:28
770,RT-000770,38636,872,3,completed,Tamanho/cor incorretos,0.00,2025-11-05 13:58:24,2025-11-05 13:58:24
771,RT-000771,38793,1888,1,completed,Tamanho/cor incorretos,7362.35,2026-01-17 16:46:32,2026-01-17 16:46:32
772,RT-000772,18463,1383,4,completed,Cliente desistiu da compra,23193.93,2021-11-26 19:47:29,2021-11-26 19:47:29
773,RT-000773,21515,1728,6,completed,Tamanho/cor incorretos,7775.53,2026-12-03 11:10:41,2026-12-03 11:10:41
774,RT-000774,48204,1607,3,completed,,0.00,2023-11-01 14:41:12,2023-11-01 14:41:12
775,RT-000775,21553,1596,5,completed,Produto com defeito de fábrica,5388.55,2024-03-04 03:26:39,2024-03-04 03:26:39
776,RT-000776,6541,1650,3,open,Cliente desistiu da compra,8599.80,2027-01-25 13:34:11,2027-01-25 13:34:11
777,RT-000777,642,917,5,completed,Tamanho/cor incorretos,1637.50,2021-02-17 16:39:26,2021-02-17 16:39:26
778,RT-000778,33302,1849,3,completed,Compra duplicada,0.00,2022-03-09 14:40:46,2022-03-09 14:40:46
779,RT-000779,33607,1306,5,completed,Tamanho/cor incorretos,0.00,2023-02-04 02:22:12,2023-02-04 02:22:12
780,RT-000780,13833,830,3,completed,Produto avariado no transporte,10566.90,2023-12-19 09:18:08,2023-12-19 09:18:08
781,RT-000781,14401,954,4,open,Compra duplicada,5950.18,2020-12-25 11:34:22,2020-12-25 11:34:22
782,RT-000782,1785,1390,4,open,Tamanho/cor incorretos,1242.96,2020-03-09 05:00:52,2020-03-09 05:00:52
783,RT-000783,15290,1657,6,completed,Produto avariado no transporte,2651.34,2020-10-27 00:04:05,2020-10-27 00:04:05
784,RT-000784,17764,167,5,completed,Item não corresponde à descrição,0.00,2024-04-09 08:41:10,2024-04-09 08:41:10
785,RT-000785,4707,1033,4,completed,Compra duplicada,2527.10,2021-12-20 22:50:22,2021-12-20 22:50:22
788,RT-000788,31582,1432,6,completed,Produto avariado no transporte,2107.49,2022-05-20 14:44:04,2022-05-20 14:44:04
789,RT-000789,38264,1581,4,completed,Item não corresponde à descrição,22981.40,2025-10-15 19:49:45,2025-10-15 19:49:45
790,RT-000790,1010,1584,1,completed,Compra duplicada,7683.33,2025-02-08 06:45:21,2025-02-08 06:45:21
791,RT-000791,11673,1023,4,completed,Item não corresponde à descrição,9934.14,2021-01-02 18:33:03,2021-01-02 18:33:03
792,RT-000792,10158,406,5,completed,Compra duplicada,19443.68,2022-10-28 17:57:02,2022-10-28 17:57:02
793,RT-000793,13071,1071,5,completed,Compra duplicada,0.00,2026-01-20 06:10:38,2026-01-20 06:10:38
794,RT-000794,13482,1500,3,cancelled,Produto com defeito de fábrica,0.00,2020-03-19 11:26:13,2020-03-19 11:26:13
795,RT-000795,27996,1004,4,cancelled,,4114.08,2025-12-29 04:15:15,2025-12-29 04:15:15
796,RT-000796,38772,1997,2,completed,Compra duplicada,9678.04,2023-06-07 07:50:39,2023-06-07 07:50:39
797,RT-000797,23946,1484,2,completed,Outros,1915.60,2022-04-02 11:37:07,2022-04-02 11:37:07
798,RT-000798,4388,1164,3,cancelled,Compra duplicada,2483.80,2026-03-20 09:11:14,2026-03-20 09:11:14
799,RT-000799,17963,866,3,cancelled,Produto com defeito de fábrica,1912.78,2024-10-20 18:21:49,2024-10-20 18:21:49
800,RT-000800,33388,1012,1,completed,Compra duplicada,24440.96,2021-01-11 09:52:30,2021-01-11 09:52:30
801,RT-000801,888,272,1,cancelled,Cliente desistiu da compra,1908.62,2024-03-28 03:00:37,2024-03-28 03:00:37
802,RT-000802,9477,921,4,completed,Compra duplicada,0.00,2026-05-10 12:36:34,2026-05-10 12:36:34
803,RT-000803,15619,467,4,completed,Tamanho/cor incorretos,6127.12,2026-04-12 13:38:09,2026-04-12 13:38:09
804,RT-000804,23509,125,6,open,Compra duplicada,6991.52,2022-12-09 17:49:09,2022-12-09 17:49:09
805,RT-000805,39093,1118,4,completed,Item não corresponde à descrição,3249.24,2020-01-31 12:34:52,2020-01-31 12:34:52
806,RT-000806,36790,1601,6,completed,Item não corresponde à descrição,5227.74,2025-08-01 12:49:49,2025-08-01 12:49:49
807,RT-000807,33202,1725,5,completed,Compra duplicada,2579.96,2027-01-07 04:37:11,2027-01-07 04:37:11
808,RT-000808,35303,1473,1,completed,Cliente desistiu da compra,4407.33,2024-03-18 12:14:17,2024-03-18 12:14:17
809,RT-000809,28790,30,4,completed,Cliente desistiu da compra,0.00,2023-01-22 12:01:14,2023-01-22 12:01:14
810,RT-000810,37490,1504,5,completed,Tamanho/cor incorretos,13727.12,2023-03-08 00:07:30,2023-03-08 00:07:30
811,RT-000811,15485,1820,6,completed,Cliente desistiu da compra,407.01,2026-01-15 19:37:07,2026-01-15 19:37:07
812,RT-000812,27490,1134,1,completed,Item não corresponde à descrição,0.00,2024-10-16 12:14:22,2024-10-16 12:14:22
813,RT-000813,7635,160,5,completed,Tamanho/cor incorretos,12113.94,2024-04-24 03:29:48,2024-04-24 03:29:48
814,RT-000814,40994,886,4,completed,Item não corresponde à descrição,1654.94,2021-09-15 06:13:08,2021-09-15 06:13:08
815,RT-000815,20745,877,2,completed,Compra duplicada,2973.06,2023-10-19 23:44:18,2023-10-19 23:44:18
816,RT-000816,43818,1401,2,cancelled,Cliente desistiu da compra,9382.02,2022-01-05 15:28:46,2022-01-05 15:28:46
817,RT-000817,39875,1093,1,completed,Compra duplicada,6371.73,2021-06-23 19:29:26,2021-06-23 19:29:26
818,RT-000818,47670,752,5,completed,Cliente desistiu da compra,10712.82,2026-01-03 14:59:06,2026-01-03 14:59:06
819,RT-000819,8149,798,5,completed,Compra duplicada ,7026.26,2024-02-11 13:52:24,2024-02-11 13:52:24
820,RT-000820,17712,1769,1,cancelled,Cliente desistiu da compra,0.00,2025-09-02 05:48:14,2025-09-02 05:48:14
821,RT-000821,9820,1142,4,completed,Tamanho/cor incorretos,3809.23,2021-02-12 04:12:55,2021-02-12 04:12:55
822,RT-000822,8355,1491,5,cancelled,,0.00,2025-04-06 03:53:38,2025-04-06 03:53:38
823,RT-000823,19616,756,4,completed,Tamanho/cor incorretos,283.33,2021-07-08 04:55:22,2021-07-08 04:55:22
824,RT-000824,34951,1162,3,cancelled,Item não corresponde à descrição,10420.65,2020-04-29 15:16:47,2020-04-29 15:16:47
825,RT-000825,49312,452,2,completed,Produto com defeito de fábrica,7195.23,2022-01-21 17:02:34,2022-01-21 17:02:34
826,RT-000826,7792,141,4,completed,Item não corresponde à descrição,1796.67,2021-12-16 09:29:21,2021-12-16 09:29:21
827,RT-000827,40165,1081,4,completed,Cliente desistiu da compra,25349.49,2026-02-09 00:41:36,2026-02-09 00:41:36
828,RT-000828,12197,31,1,completed,Tamanho/cor incorretos,1475.54,2024-04-21 07:39:59,2024-04-21 07:39:59
829,RT-000829,26490,1576,4,completed,Item não corresponde à descrição,1528.42,2024-11-04 02:26:04,2024-11-04 02:26:04
830,RT-000830,37482,190,5,completed,Produto com defeito de fábrica,0.00,2023-10-15 18:58:55,2023-10-15 18:58:55
831,RT-000831,48355,405,6,completed,Cliente desistiu da compra,1563.67,2023-02-14 18:27:28,2023-02-14 18:27:28
833,RT-000833,45727,614,6,completed,Cliente desistiu da compra,7176.72,2024-01-02 01:33:30,2024-01-02 01:33:30
834,RT-000834,42185,1331,5,open,Tamanho/cor incorretos,0.00,2023-10-16 21:01:20,2023-10-16 21:01:20
835,RT-000835,8166,920,4,completed,Item não corresponde à descrição,9976.05,2023-12-17 05:04:25,2023-12-17 05:04:25
836,RT-000836,16282,1395,6,completed,Produto com defeito de fábrica,2623.23,2023-07-02 22:39:38,2023-07-02 22:39:38
837,RT-000837,35358,1866,3,completed,Produto com defeito de fábrica,28626.03,2025-06-22 07:23:13,2025-06-22 07:23:13
838,RT-000838,30097,102,6,open,Produto com defeito de fábrica,0.00,2026-03-01 06:37:22,2026-03-01 06:37:22
839,RT-000839,40427,1496,1,completed,Tamanho/cor incorretos,6977.40,2021-04-13 21:37:06,2021-04-13 21:37:06
840,RT-000840,46873,204,5,completed,Cliente desistiu da compra,4829.44,2024-06-07 17:54:40,2024-06-07 17:54:40
841,RT-000841,45182,63,1,completed,Cliente desistiu da compra,2038.04,2024-09-15 10:21:55,2024-09-15 10:21:55
842,RT-000842,33059,410,4,completed,Produto com defeito de fábrica,2002.01,2024-07-13 01:28:15,2024-07-13 01:28:15
843,RT-000843,28119,917,6,completed,Compra duplicada,20017.23,2021-11-29 00:53:40,2021-11-29 00:53:40
844,RT-000844,23751,741,2,completed,Tamanho/cor incorretos,815.67,2026-01-07 20:37:56,2026-01-07 20:37:56
845,RT-000845,29016,223,5,cancelled,Produto com defeito de fábrica,2276.42,2022-03-16 07:28:55,2022-03-16 07:28:55
846,RT-000846,44173,502,3,cancelled,Produto avariado no transporte,1183.89,2026-04-20 06:23:05,2026-04-20 06:23:05
847,RT-000847,45930,1958,5,completed,Cliente desistiu da compra,5690.55,2025-01-27 07:49:35,2025-01-27 07:49:35
848,RT-000848,28364,327,3,completed,Tamanho/cor incorretos,14277.68,2021-04-10 03:55:08,2021-04-10 03:55:08
849,RT-000849,22838,1838,6,open,Item não corresponde à descrição,1628.04,2020-05-19 23:07:45,2020-05-19 23:07:45
850,RT-000850,30835,13,3,completed,CLIENTE DESISTIU DA COMPRA,621.48,2021-10-03 11:28:31,2021-10-03 11:28:31
851,RT-000851,38777,1318,6,completed,Item não corresponde à descrição,54.33,2026-02-14 00:11:55,2026-02-14 00:11:55
852,RT-000852,15724,245,3,completed,Compra duplicada,0.00,2023-09-30 15:34:56,2023-09-30 15:34:56
853,RT-000853,49795,1621,5,cancelled,Item não corressponde à descrição,756.45,2025-01-12 01:58:00,2025-01-12 01:58:00
854,RT-000854,47422,1911,1,completed,Produto avariado no transporte,537.06,2025-01-27 03:05:41,2025-01-27 03:05:41
855,RT-000855,35316,90,4,completed,Tamanho/cor incorretos,1262.96,2020-05-30 09:50:36,2020-05-30 09:50:36
856,RT-000856,15208,1305,6,cancelled,Tamanho/cor incorretos,6927.63,2020-09-11 22:45:59,2020-09-11 22:45:59
857,RT-000857,18229,1043,3,completed,Compra duplicada,2344.97,2020-05-23 03:06:12,2020-05-23 03:06:12
858,RT-000858,28776,953,2,completed,Produto avariado no transporte,9523.08,2026-10-21 18:49:11,2026-10-21 18:49:11
859,RT-000859,48459,502,4,completed,Outros,30348.87,2024-03-27 08:20:01,2024-03-27 08:20:01
861,RT-000861,49690,1789,6,open,Cliente desistiu da compra,9593.64,2023-11-12 15:40:47,2023-11-12 15:40:47
862,RT-000862,12312,1508,5,completed,Compra duplicada,0.00,2026-02-13 07:03:31,2026-02-13 07:03:31
863,RT-000863,8946,206,5,completed,Item não corresponde à descrição,1864.59,2021-06-13 21:16:07,2021-06-13 21:16:07
864,RT-000864,18992,249,2,completed,Produto avariado no transporte,3337.95,2023-11-13 14:35:07,2023-11-13 14:35:07
865,RT-000865,25323,478,1,completed,Item não corresponde à descrição,0.00,2026-01-23 00:53:21,2026-01-23 00:53:21
866,RT-000866,40131,754,5,completed,Item não corresponde à descrição,543.46,2021-09-08 21:27:44,2021-09-08 21:27:44
867,RT-000867,33660,353,6,completed,Cliente desistiu da compra,0.00,2026-02-14 14:52:55,2026-02-14 14:52:55
868,RT-000868,33835,13,6,completed,Produto avariado no transporte,20219.28,2025-01-13 15:04:53,2025-01-13 15:04:53
869,RT-000869,2492,1022,6,completed,Item não corresponde à descrição,2351.02,2022-01-24 00:32:44,2022-01-24 00:32:44
870,RT-000870,37848,249,6,completed,Cliente desistiu da compra,4153.30,2024-12-23 11:11:54,2024-12-23 11:11:54
871,RT-000871,29334,1913,3,completed,Produto com defeito de fábrica,12702.05,2026-10-24 14:58:23,2026-10-24 14:58:23
872,RT-000872,2098,1372,2,open,Produto avariado no transporte,4224.80,2024-01-13 18:50:18,2024-01-13 18:50:18
873,RT-000873,47151,970,6,completed,Produto com defeito de fábrica,1325.84,2021-12-21 14:02:08,2021-12-21 14:02:08
874,RT-000874,22588,1982,5,completed,Compra duplicada,36112.59,2022-09-28 15:27:43,2022-09-28 15:27:43
875,RT-000875,49113,727,4,completed,Item não corresponde à descrição,2651.68,2024-06-04 14:14:49,2024-06-04 14:14:49
876,RT-000876,11249,1025,6,completed,Produto avariado no transporte,496.50,2023-09-14 20:31:59,2023-09-14 20:31:59
877,RT-000877,23343,694,1,completed,Produto com defeito de fábrica,4541.40,2021-08-21 14:05:12,2021-08-21 14:05:12
878,RT-000878,18703,408,3,completed,Produto com defeito de fábrica,1744.87,2023-02-20 07:26:53,2023-02-20 07:26:53
879,RT-000879,12298,523,3,completed,Item não corresponde à descrição,0.00,2024-08-22 19:21:39,2024-08-22 19:21:39
880,RT-000880,20938,1229,2,completed,Tamanho/cor incorretos,9650.96,2024-06-03 17:21:37,2024-06-03 17:21:37
881,RT-000881,13008,1568,3,completed,Item não corresponde à descrição,2297.62,2022-03-09 23:47:53,2022-03-09 23:47:53
882,RT-000882,28677,1543,3,completed,Compra duplicada,1561.84,2025-11-16 08:16:26,2025-11-16 08:16:26
883,RT-000883,43854,1551,6,cancelled,Cliente desistiu da compra,0.00,2025-07-14 15:37:06,2025-07-14 15:37:06
884,RT-000884,22866,296,6,open,Produto avariado no transporte,12658.86,2026-02-27 00:30:17,2026-02-27 00:30:17
885,RT-000885,19161,25,2,completed,Item não corresponde à descrição,16903.04,2024-10-13 14:35:05,2024-10-13 14:35:05
886,RT-000886,24893,68,1,completed, Tamanho/cor incorretos,283.33,2025-04-02 11:03:42,2025-04-02 11:03:42
887,RT-000887,2877,971,6,completed,Tamanho/cor incorretos,0.00,2025-10-19 21:40:24,2025-10-19 21:40:24
888,RT-000888,1413,1584,4,completed,Compra duplicada,720.71,2026-05-30 09:24:15,2026-05-30 09:24:15
889,RT-000889,47194,977,4,completed,Cliente desistiu da compra,2525.92,2026-03-03 22:36:33,2026-03-03 22:36:33
890,RT-000890,44332,176,5,completed,Cliente desistiu da compra,8281.23,2023-11-23 04:11:54,2023-11-23 04:11:54
891,RT-000891,44622,785,4,cancelled,Produto avariado no transporte,2985.90,2023-03-31 02:01:47,2023-03-31 02:01:47
892,RT-000892,22269,1319,1,completed,Cliente desistiu da compra,10073.16,2026-12-13 19:55:13,2026-12-13 19:55:13
893,RT-000893,49548,1180,3,completed,Cliente desistiu da compra,5700.85,2025-03-26 16:27:21,2025-03-26 16:27:21
894,RT-000894,31830,138,2,completed,Compra duplicada,1371.86,2023-12-09 22:06:54,2023-12-09 22:06:54
895,RT-000895,15531,304,1,completed,Tamanho/cor incorretos,0.00,2021-11-24 21:17:08,2021-11-24 21:17:08
896,RT-000896,39279,1869,4,cancelled,Produto com defeito de fábrica,3073.64,2024-01-29 00:55:32,2024-01-29 00:55:32
897,RT-000897,33781,1917,3,completed,Item não corresponde à descrição,1135.35,2020-04-28 09:38:33,2020-04-28 09:38:33
898,RT-000898,16652,452,5,completed,Tamanho/cor incorretos,7268.38,2024-11-01 02:12:56,2024-11-01 02:12:56
899,RT-000899,13682,892,2,completed,Produto avariado no transporte,15461.92,2022-03-05 15:48:48,2022-03-05 15:48:48
900,RT-000900,14289,247,6,completed,Compra duplicada,5958.40,2023-06-24 18:33:13,2023-06-24 18:33:13
901,RT-000901,26275,1651,2,completed,Item não corresponde à descrição,2875.18,2020-11-21 03:13:51,2020-11-21 03:13:51
902,RT-000902,48494,1837,1,cancelled,Produto com defeito de fábrica,1485.16,2026-06-17 03:38:35,2026-06-17 03:38:35
903,RT-000903,42188,1737,1,completed,Cliente desistiu da compra,19714.92,2024-09-14 16:04:46,2024-09-14 16:04:46
904,RT-000904,35056,624,6,completed,Produto avariado no transporte,951.05,2025-04-08 17:01:41,2025-04-08 17:01:41
906,RT-000906,19156,432,3,cancelled,Item não corresponde à descrição,5629.38,2025-10-09 00:22:58,2025-10-09 00:22:58
907,RT-000907,36568,245,6,completed,Compra duplicada,13875.12,2021-08-12 20:40:46,2021-08-12 20:40:46
908,RT-000908,2225,991,5,completed,Produto com defeito de fábrica,0.00,2024-10-26 11:09:41,2024-10-26 11:09:41
909,RT-000909,22092,1349,1,completed,Item não corresponde à descrição,0.00,2026-04-12 05:09:17,2026-04-12 05:09:17
910,RT-000910,31137,954,4,completed,Compra duplicada,4804.46,2021-12-18 05:31:35,2021-12-18 05:31:35
911,RT-000911,28309,1614,3,cancelled,Produto avariado no transporte,3627.25,2025-10-02 01:54:58,2025-10-02 01:54:58
912,RT-000912,1262,1913,2,completed,Compra duplicada,14212.41,2026-04-18 22:27:29,2026-04-18 22:27:29
913,RT-000913,46842,838,3,completed,Produto com defeito de fábrica,4582.00,2025-05-18 19:40:15,2025-05-18 19:40:15
914,RT-000914,21128,1512,4,completed,Cliente desistiu da compra,277.89,2025-12-08 23:21:18,2025-12-08 23:21:18
915,RT-000915,22044,585,3,completed,Item não corresponde à descrição,4501.82,2026-08-13 08:03:53,2026-08-13 08:03:53
916,RT-000916,27467,479,4,completed,Produto com defeito de fábrica,0.00,2021-01-21 14:38:04,2021-01-21 14:38:04
917,RT-000917,24750,148,2,open,Tamanho/cor incorretos,1179.74,2025-08-28 20:33:39,2025-08-28 20:33:39
918,RT-000918,17993,141,4,completed,Tamanho/cor incorretos,4708.20,2025-02-07 09:41:39,2025-02-07 09:41:39
919,RT-000919,7470,335,2,completed,Item não corresponde à descrição,1927.56,2025-02-05 06:16:42,2025-02-05 06:16:42
920,RT-000920,48836,49,4,completed,Tamanho/cor incorretos,3910.52,2025-12-14 18:05:32,2025-12-14 18:05:32
921,RT-000921,23615,1679,4,completed,Cliente desistiu da compra,16414.79,2025-11-01 16:43:21,2025-11-01 16:43:21
922,RT-000922,5372,1703,6,completed,Compra duplicada,964.88,2022-03-14 03:21:13,2022-03-14 03:21:13
923,RT-000923,21301,1266,2,completed,Produto avariado no transporte,13133.67,2024-06-22 19:24:57,2024-06-22 19:24:57
924,RT-000924,36313,1948,2,completed,Compra duplicada,1036.00,2023-04-05 12:45:31,2023-04-05 12:45:31
925,RT-000925,8374,1631,2,completed,Item não corresponde à descriçãoo,16672.15,2023-04-27 13:17:44,2023-04-27 13:17:44
926,RT-000926,33716,748,1,completed,Produto variado no transporte,0.00,2020-03-24 12:32:51,2020-03-24 12:32:51
927,RT-000927,12626,1464,3,completed,Item não corresponde à descrição,0.00,2026-05-07 00:49:04,2026-05-07 00:49:04
928,RT-000928,47791,1554,5,completed,Item não corresponde à descrição,7222.05,2020-05-29 05:09:47,2020-05-29 05:09:47
929,RT-000929,26399,1230,4,completed,Item não corresponde à descrição,2871.92,2025-09-29 01:09:15,2025-09-29 01:09:15
930,RT-000930,21046,1869,5,completed,Produto avariado no transporte,26730.36,2026-12-29 13:41:57,2026-12-29 13:41:57
931,RT-000931,12628,921,4,cancelled,Item não corresponde à descrição,9931.18,2027-01-23 00:34:18,2027-01-23 00:34:18
932,RT-000932,4990,1872,2,cancelled,Cliente desistiu da compra,0.00,2025-11-23 14:33:14,2025-11-23 14:33:14
933,RT-000933,107,219,4,completed,Produto com  defeito de fábrica,4775.62,2027-01-16 22:22:59,2027-01-16 22:22:59
934,RT-000934,25485,1124,3,completed,Tamanho/cor incorretos,3533.76,2026-03-20 09:07:52,2026-03-20 09:07:52
935,RT-000935,26529,408,4,completed,Compra duplicada,1235.80,2026-11-02 07:51:17,2026-11-02 07:51:17
936,RT-000936,881,1266,5,completed,Cliente desistiu da compra,0.00,2021-10-21 03:33:03,2021-10-21 03:33:03
937,RT-000937,5934,1819,1,completed,Produto com defeito de fábrica,1476.72,2026-03-03 07:55:18,2026-03-03 07:55:18
938,RT-000938,21471,244,1,completed,Cliente desistiu da compra,0.00,2025-12-17 10:03:54,2025-12-17 10:03:54
