id,po_number,supplier_id,buyer_id,destination_location_id,status,currency,subtotal,total,placed_at,expected_delivery_at,created_at,updated_at
1459,PO-001459,19,13,3,received,BRL,178097.93,178097.93,2025-10-08 15:36:58,2025-10-12,2025-10-08 15:36:58,2025-10-08 15:36:58
1460,PO-001460,21,13,4,received,BRL,108527.97,108527.97,2024-11-25 15:22:50,2024-12-23,2024-11-25 15:22:50,2024-11-25 15:22:50
1461,PO-001461,3,5,1,received,BRL,80558.55,80558.55,2024-09-09 04:48:52,2024-10-27,2024-09-09 04:48:52,2024-09-09 04:48:52
1462,PO-001462,25,5,2,received,BRL,72888.95,72888.95,2023-11-27 04:48:14,2023-12-15,2023-11-27 04:48:14,2023-11-27 04:48:14
1463,PO-001463,14,5,5,received,BRL,26145.71,26145.71,2026-05-04 20:28:40,2026-05-19,2026-05-04 20:28:40,2026-05-04 20:28:40
1464,PO-001464,17,5,1,sent,BRL,1160.18,1160.18,2025-06-27 02:50:22,2025-07-30,2025-06-27 02:50:22,2025-06-27 02:50:22
1465,PO-001465,8,5,3,sent,USD,79708.77,79708.77,2026-07-26 09:57:10,2026-07-30,2026-07-26 09:57:10,2026-07-26 09:57:10
1466,PO-001466,15,13,5,partially_received,BRL,72871.18,72871.18,2021-11-11 13:52:45,2021-11-22,2021-11-11 13:52:45,2021-11-11 13:52:45
1467,PO-001467,5,13,2,received,BRL,45155.88,45155.88,2023-01-16 10:06:47,2023-02-24,2023-01-16 10:06:47,2023-01-16 10:06:47
1468,PO-001468,10,5,3,partially_received,BRL,31035.16,31035.16,2026-07-24 03:12:01,2026-09-03,2026-07-24 03:12:01,2026-07-24 03:12:01
1469,PO-001469,19,5,2,received,BRL,58528.50,58528.50,2020-08-13 17:21:10,2020-08-17,2020-08-13 17:21:10,2020-08-13 17:21:10
1470,PO-001470,7,13,1,received,BRL,155002.52,155002.52,2025-08-31 06:32:58,2025-09-06,2025-08-31 06:32:58,2025-08-31 06:32:58
1471,PO-001471,8,13,4,sent,BRL,45375.36,45375.36,2022-10-02 15:04:14,2022-10-14,2022-10-02 15:04:14,2022-10-02 15:04:14
1472,PO-001472,4,13,6,received,BRL,31158.84,31158.84,2023-11-24 17:36:20,2023-12-07,2023-11-24 17:36:20,2023-11-24 17:36:20
1473,PO-001473,12,5,5,received,EUR,100136.08,100136.08,2024-08-08 11:50:25,,2024-08-08 11:50:25,2024-08-08 11:50:25
1474,PO-001474,16,5,3,cancelled,BRL,49541.39,49541.39,2024-09-13 18:13:15,2024-10-19,2024-09-13 18:13:15,2024-09-13 18:13:15
1475,PO-001475,7,13,5,partially_received,BRL,44299.74,44299.74,2020-12-20 09:33:49,2021-01-29,2020-12-20 09:33:49,2020-12-20 09:33:49
1476,PO-001476,16,13,4,partially_received,BRL,110385.58,110385.58,2021-12-09 16:22:52,2022-01-17,2021-12-09 16:22:52,2021-12-09 16:22:52
1477,PO-001477,12,13,3,received,EUR,35538.09,35538.09,2022-05-29 17:16:47,2022-06-15,2022-05-29 17:16:47,2022-05-29 17:16:47
1478,PO-001478,25,5,1,sent,BRL,37984.04,37984.04,2025-06-14 13:13:46,2025-08-07,2025-06-14 13:13:46,2025-06-14 13:13:46
1479,PO-001479,16,13,2,received,BRL,4651.52,4651.52,2025-02-20 22:37:03,2025-04-06,2025-02-20 22:37:03,2025-02-20 22:37:03
1480,PO-001480,5,13,4,received,BRL,18382.56,18382.56,2026-09-01 02:50:03,2026-09-29,2026-09-01 02:50:03,2026-09-01 02:50:03
1481,PO-001481,12,5,4,received,USD,118000.34,118000.34,2026-05-27 01:03:47,2026-07-19,2026-05-27 01:03:47,2026-05-27 01:03:47
1482,PO-001482,19,5,3,draft,BRL,154096.93,154096.93,2025-02-18 02:28:10,2025-04-07,2025-02-18 02:28:10,2025-02-18 02:28:10
1483,PO-001483,19,5,4,received,BRL,128770.49,128770.49,2023-10-09 01:48:20,2023-10-12,2023-10-09 01:48:20,2023-10-09 01:48:20
1484,PO-001484,17,5,4,sent,BRL,184770.69,184770.69,2023-09-06 02:39:02,2023-10-22,2023-09-06 02:39:02,2023-09-06 02:39:02
1485,PO-001485,9,5,2,sent,BRL,121465.04,121465.04,2023-08-23 06:02:22,2023-09-27,2023-08-23 06:02:22,2023-08-23 06:02:22
1486,PO-001486,21,13,5,received,BRL,83972.62,83972.62,2022-12-12 19:34:56,2023-02-05,2022-12-12 19:34:56,2022-12-12 19:34:56
1487,PO-001487,6,13,4,partially_received,BRL,27660.37,27660.37,2020-07-03 20:07:08,2020-08-21,2020-07-03 20:07:08,2020-07-03 20:07:08
1488,PO-001488,4,5,2,received,BRL,29980.20,29980.20,2021-04-08 18:08:41,2021-05-04,2021-04-08 18:08:41,2021-04-08 18:08:41
1489,PO-001489,1,13,4,received,BRL,167895.26,167895.26,2023-09-03 13:46:21,,2023-09-03 13:46:21,2023-09-03 13:46:21
1490,PO-001490,21,5,6,received,BRL,68861.48,68861.48,2021-01-14 15:39:36,2021-01-17,2021-01-14 15:39:36,2021-01-14 15:39:36
1491,PO-001491,4,5,2,draft,BRL,155238.81,155238.81,2024-08-18 16:04:28,2024-10-09,2024-08-18 16:04:28,2024-08-18 16:04:28
1492,PO-001492,23,5,4,received,BRL,47754.77,47754.77,2023-05-23 11:19:29,2023-06-19,2023-05-23 11:19:29,2023-05-23 11:19:29
1493,PO-001493,22,13,4,partially_received,BRL,20873.47,20873.47,2021-11-11 18:17:39,,2021-11-11 18:17:39,2021-11-11 18:17:39
1494,PO-001494,15,5,2,sent,BRL,54924.12,54924.12,2022-06-08 11:12:10,,2022-06-08 11:12:10,2022-06-08 11:12:10
1495,PO-001495,17,5,2,received,BRL,187141.28,187141.28,2022-09-07 06:18:41,2022-10-31,2022-09-07 06:18:41,2022-09-07 06:18:41
1496,PO-001496,2,13,1,received,BRL,36524.46,36524.46,2026-12-24 11:52:45,2027-02-11,2026-12-24 11:52:45,2026-12-24 11:52:45
1497,PO-001497,5,13,6,sent,BRL,58941.49,58941.49,2026-08-03 12:34:00,2026-09-26,2026-08-03 12:34:00,2026-08-03 12:34:00
1498,PO-001498,1,13,4,sent,BRL,33823.50,33823.50,2023-07-14 08:47:19,2023-07-23,2023-07-14 08:47:19,2023-07-14 08:47:19
1499,PO-001499,1,5,2,draft,BRL,15965.92,15965.92,2023-09-20 12:46:52,2023-11-17,2023-09-20 12:46:52,2023-09-20 12:46:52
1500,PO-001500,13,5,1,sent,BRL,11622.73,11622.73,2026-08-19 07:38:27,2026-09-26,2026-08-19 07:38:27,2026-08-19 07:38:27
1501,PO-001501,10,5,5,received,BRL,191264.49,191264.49,2025-11-03 16:46:42,2025-11-17,2025-11-03 16:46:42,2025-11-03 16:46:42
1502,PO-001502,16,13,6,cancelled,BRL,121149.36,121149.36,2025-01-27 02:25:55,2025-03-22,2025-01-27 02:25:55,2025-01-27 02:25:55
1503,PO-001503,17,5,5,partially_received,BRL,59058.81,59058.81,2020-08-26 12:38:47,2020-10-04,2020-08-26 12:38:47,2020-08-26 12:38:47
1504,PO-001504,2,5,2,received,BRL,71087.18,71087.18,2025-09-12 22:59:21,2025-10-05,2025-09-12 22:59:21,2025-09-12 22:59:21
1505,PO-001505,19,5,1,draft,BRL,38329.54,38329.54,2023-10-05 09:51:54,,2023-10-05 09:51:54,2023-10-05 09:51:54
1506,PO-001506,1,13,2,draft,BRL,1795.08,1795.08,2023-08-28 02:24:29,,2023-08-28 02:24:29,2023-08-28 02:24:29
1507,PO-001507,24,5,2,received,BRL,42768.24,42768.24,2023-10-14 04:28:14,2023-12-08,2023-10-14 04:28:14,2023-10-14 04:28:14
1508,PO-001508,24,5,2,sent,BRL,65998.56,65998.56,2022-12-08 07:04:05,2023-01-03,2022-12-08 07:04:05,2022-12-08 07:04:05
1509,PO-001509,9,13,6,cancelled,BRL,128591.77,128591.77,2023-12-17 12:35:55,2024-02-02,2023-12-17 12:35:55,2023-12-17 12:35:55
1510,PO-001510,3,5,6,cancelled,BRL,57248.10,57248.10,2023-10-22 08:47:02,2023-10-30,2023-10-22 08:47:02,2023-10-22 08:47:02
1511,PO-001511,8,13,1,partially_received,USD,12386.66,12386.66,2024-11-08 09:35:47,2024-12-30,2024-11-08 09:35:47,2024-11-08 09:35:47
1512,PO-001512,3,5,3,received,BRL,3645.12,3645.12,2023-11-11 06:23:38,2023-12-04,2023-11-11 06:23:38,2023-11-11 06:23:38
1513,PO-001513,4,13,1,received,BRL,8020.98,8020.98,2026-03-18 20:59:06,2026-05-12,2026-03-18 20:59:06,2026-03-18 20:59:06
1514,PO-001514,12,5,6,sent,USD,13513.05,13513.05,2024-09-29 10:30:44,,2024-09-29 10:30:44,2024-09-29 10:30:44
1515,PO-001515,24,5,4,received,BRL,23152.88,23152.88,2025-07-16 11:53:57,2025-09-09,2025-07-16 11:53:57,2025-07-16 11:53:57
1516,PO-001516,23,5,3,partially_received,BRL,48273.56,48273.56,2023-12-20 04:44:40,2024-02-01,2023-12-20 04:44:40,2023-12-20 04:44:40
1517,PO-001517,4,13,5,received,BRL,157242.29,157242.29,2026-01-02 06:56:56,2026-02-27,2026-01-02 06:56:56,2026-01-02 06:56:56
1518,PO-001518,19,13,2,partially_received,BRL,7185.58,7185.58,2022-05-12 01:08:07,2022-06-06,2022-05-12 01:08:07,2022-05-12 01:08:07
1519,PO-001519,16,5,5,received,BRL,4368.00,4368.00,2026-07-29 10:44:58,2026-08-06,2026-07-29 10:44:58,2026-07-29 10:44:58
1520,PO-001520,23,13,2,received,BRL,104830.46,104830.46,2026-09-10 11:12:37,2026-10-27,2026-09-10 11:12:37,2026-09-10 11:12:37
1521,PO-001521,14,5,2,cancelled,BRL,129515.51,129515.51,2022-07-26 15:51:19,2022-09-01,2022-07-26 15:51:19,2022-07-26 15:51:19
1522,PO-001522,16,13,5,received,BRL,42942.09,42942.09,2024-10-24 10:56:02,2024-11-05,2024-10-24 10:56:02,2024-10-24 10:56:02
1523,PO-001523,8,13,3,cancelled,BRL,75525.80,75525.80,2026-10-10 07:48:29,,2026-10-10 07:48:29,2026-10-10 07:48:29
1524,PO-001524,4,5,3,partially_received,BRL,61059.45,61059.45,2023-12-06 12:19:02,2023-12-15,2023-12-06 12:19:02,2023-12-06 12:19:02
1525,PO-001525,17,5,6,partially_received,BRL,93160.68,93160.68,2020-03-29 01:08:30,2020-05-14,2020-03-29 01:08:30,2020-03-29 01:08:30
1526,PO-001526,8,5,2,sent,BRL,76420.74,76420.74,2026-10-27 03:17:24,2026-12-09,2026-10-27 03:17:24,2026-10-27 03:17:24
1527,PO-001527,6,5,2,received,BRL,162625.26,162625.26,2026-09-09 12:02:42,2026-10-13,2026-09-09 12:02:42,2026-09-09 12:02:42
1528,PO-001528,5,13,5,received,BRL,92049.71,92049.71,2026-08-28 22:57:41,2026-10-01,2026-08-28 22:57:41,2026-08-28 22:57:41
1529,PO-001529,17,13,4,received,BRL,39583.93,39583.93,2021-12-29 21:05:11,2022-02-13,2021-12-29 21:05:11,2021-12-29 21:05:11
1530,PO-001530,11,13,2,received,BRL,52632.68,52632.68,2025-10-31 02:00:47,2025-12-26,2025-10-31 02:00:47,2025-10-31 02:00:47
1531,PO-001531,9,5,3,received,BRL,28706.89,28706.89,2022-12-06 21:37:06,2023-01-01,2022-12-06 21:37:06,2022-12-06 21:37:06
1532,PO-001532,19,13,2,partially_received,BRL,24259.58,24259.58,2024-11-28 09:25:53,2025-01-10,2024-11-28 09:25:53,2024-11-28 09:25:53
1533,PO-001533,4,13,4,partially_received,BRL,62222.17,62222.17,2026-02-17 00:59:00,,2026-02-17 00:59:00,2026-02-17 00:59:00
1534,PO-001534,5,13,2,sent,BRL,59844.37,59844.37,2023-08-12 20:51:22,2023-08-28,2023-08-12 20:51:22,2023-08-12 20:51:22
1535,PO-001535,17,5,2,received,BRL,74986.76,74986.76,2023-07-09 20:43:47,,2023-07-09 20:43:47,2023-07-09 20:43:47
1536,PO-001536,24,5,5,partially_received,BRL,192872.98,192872.98,2026-02-25 03:44:39,2026-03-09,2026-02-25 03:44:39,2026-02-25 03:44:39
1537,PO-001537,2,5,3,partially_received,BRL,33290.32,33290.32,2021-02-23 13:04:48,2021-03-09,2021-02-23 13:04:48,2021-02-23 13:04:48
1538,PO-001538,14,5,4,partially_received,BRL,171726.18,171726.18,2026-09-07 16:17:38,2026-09-22,2026-09-07 16:17:38,2026-09-07 16:17:38
1539,PO-001539,1,13,6,received,BRL,34478.01,34478.01,2021-09-19 10:11:08,2021-09-24,2021-09-19 10:11:08,2021-09-19 10:11:08
1540,PO-001540,9,13,3,partially_received,BRL,22061.26,22061.26,2023-03-20 02:22:51,2023-04-14,2023-03-20 02:22:51,2023-03-20 02:22:51
1541,PO-001541,9,5,3,received,BRL,35317.24,35317.24,2024-01-09 22:11:06,2024-03-09,2024-01-09 22:11:06,2024-01-09 22:11:06
1542,PO-001542,8,5,5,received,BRL,6299.42,6299.42,2025-07-08 14:17:51,2025-08-09,2025-07-08 14:17:51,2025-07-08 14:17:51
1543,PO-001543,5,13,2,received,BRL,85558.92,85558.92,2026-11-22 17:33:29,,2026-11-22 17:33:29,2026-11-22 17:33:29
1544,PO-001544,2,5,5,draft,BRL,173909.48,173909.48,2025-03-08 14:33:54,,2025-03-08 14:33:54,2025-03-08 14:33:54
1545,PO-001545,21,5,3,received,BRL,56871.36,56871.36,2023-10-09 10:41:51,2023-11-04,2023-10-09 10:41:51,2023-10-09 10:41:51
1546,PO-001546,11,5,3,received,BRL,125232.02,125232.02,2025-01-04 00:26:15,,2025-01-04 00:26:15,2025-01-04 00:26:15
1547,PO-001547,16,13,6,partially_received,BRL,93121.05,93121.05,2025-06-30 07:44:02,,2025-06-30 07:44:02,2025-06-30 07:44:02
1548,PO-001548,8,13,5,received,USD,144583.94,144583.94,2023-11-17 11:50:30,,2023-11-17 11:50:30,2023-11-17 11:50:30
1549,PO-001549,14,13,2,partially_received,BRL,44677.36,44677.36,2026-10-17 08:30:07,2026-11-04,2026-10-17 08:30:07,2026-10-17 08:30:07
1550,PO-001550,10,5,3,received,BRL,18275.22,18275.22,2025-12-14 10:14:52,2025-12-31,2025-12-14 10:14:52,2025-12-14 10:14:52
1551,PO-001551,8,13,2,draft,USD,70999.11,70999.11,2025-09-18 20:58:57,2025-10-28,2025-09-18 20:58:57,2025-09-18 20:58:57
1552,PO-001552,23,5,2,received,BRL,37365.42,37365.42,2023-12-18 21:22:50,2024-01-01,2023-12-18 21:22:50,2023-12-18 21:22:50
1553,PO-001553,23,13,3,received,BRL,157056.29,157056.29,2025-12-27 08:46:09,,2025-12-27 08:46:09,2025-12-27 08:46:09
1554,PO-001554,21,5,3,received,BRL,52981.08,52981.08,2026-01-05 20:22:39,,2026-01-05 20:22:39,2026-01-05 20:22:39
1555,PO-001555,2,13,3,received,BRL,35942.35,35942.35,2021-01-18 03:06:27,2021-01-30,2021-01-18 03:06:27,2021-01-18 03:06:27
1556,PO-001556,24,5,2,received,BRL,44705.70,44705.70,2025-01-10 08:38:47,,2025-01-10 08:38:47,2025-01-10 08:38:47
1557,PO-001557,3,5,6,sent,BRL,52109.35,52109.35,2026-06-17 07:58:37,2026-07-26,2026-06-17 07:58:37,2026-06-17 07:58:37
1558,PO-001558,3,5,4,received,BRL,195437.00,195437.00,2022-06-29 21:37:03,2022-07-18,2022-06-29 21:37:03,2022-06-29 21:37:03
1559,PO-001559,23,13,3,partially_received,BRL,172957.94,172957.94,2026-08-12 03:43:32,2026-09-19,2026-08-12 03:43:32,2026-08-12 03:43:32
1560,PO-001560,19,13,5,received,BRL,59973.37,59973.37,2024-12-25 12:38:51,2025-01-30,2024-12-25 12:38:51,2024-12-25 12:38:51
1561,PO-001561,3,13,4,partially_received,BRL,88304.36,88304.36,2024-07-27 02:43:24,2024-09-04,2024-07-27 02:43:24,2024-07-27 02:43:24
1562,PO-001562,16,5,4,partially_received,BRL,3121.44,3121.44,2026-11-22 00:16:25,,2026-11-22 00:16:25,2026-11-22 00:16:25
1563,PO-001563,6,5,4,received,BRL,93066.22,93066.22,2026-08-21 00:45:48,,2026-08-21 00:45:48,2026-08-21 00:45:48
1564,PO-001564,3,5,5,draft,BRL,6227.01,6227.01,2024-01-20 04:59:45,2024-02-20,2024-01-20 04:59:45,2024-01-20 04:59:45
1565,PO-001565,14,5,4,received,BRL,20376.32,20376.32,2025-01-23 07:57:33,2025-02-02,2025-01-23 07:57:33,2025-01-23 07:57:33
1566,PO-001566,13,5,4,received,BRL,26567.94,26567.94,2022-10-11 17:51:17,2022-10-28,2022-10-11 17:51:17,2022-10-11 17:51:17
1567,PO-001567,16,5,4,sent,BRL,141777.24,141777.24,2026-02-13 19:21:14,2026-04-07,2026-02-13 19:21:14,2026-02-13 19:21:14
1568,PO-001568,11,5,2,received,BRL,119061.57,119061.57,2025-10-07 04:52:28,2025-12-05,2025-10-07 04:52:28,2025-10-07 04:52:28
1569,PO-001569,3,13,2,sent,BRL,9744.90,9744.90,2026-08-01 02:29:32,2026-08-12,2026-08-01 02:29:32,2026-08-01 02:29:32
1570,PO-001570,4,13,2,received,BRL,91282.50,91282.50,2022-05-30 09:14:43,2022-06-29,2022-05-30 09:14:43,2022-05-30 09:14:43
1571,PO-001571,5,13,5,received,BRL,291061.53,291061.53,2024-07-30 07:52:15,2024-08-15,2024-07-30 07:52:15,2024-07-30 07:52:15
1572,PO-001572,1,13,1,partially_received,BRL,52396.04,52396.04,2026-12-26 00:59:22,,2026-12-26 00:59:22,2026-12-26 00:59:22
1573,PO-001573,23,13,6,draft,BRL,84115.34,84115.34,2023-01-17 19:39:34,2023-02-13,2023-01-17 19:39:34,2023-01-17 19:39:34
1574,PO-001574,16,5,6,partially_received,BRL,52497.57,52497.57,2026-12-31 17:23:17,2027-01-29,2026-12-31 17:23:17,2026-12-31 17:23:17
1575,PO-001575,6,5,2,received,BRL,69063.29,69063.29,2025-09-17 11:53:26,2025-10-28,2025-09-17 11:53:26,2025-09-17 11:53:26
1576,PO-001576,23,5,5,cancelled,BRL,56851.09,56851.09,2026-11-01 20:30:38,2026-12-27,2026-11-01 20:30:38,2026-11-01 20:30:38
1577,PO-001577,4,13,2,cancelled,BRL,28229.57,28229.57,2024-09-21 00:17:54,,2024-09-21 00:17:54,2024-09-21 00:17:54
1578,PO-001578,11,13,3,received,BRL,126364.39,126364.39,2021-08-15 18:19:18,2021-09-26,2021-08-15 18:19:18,2021-08-15 18:19:18
1579,PO-001579,22,5,2,received,BRL,111471.20,111471.20,2021-11-18 02:55:48,2021-12-03,2021-11-18 02:55:48,2021-11-18 02:55:48
1580,PO-001580,12,5,5,partially_received,EUR,114923.61,114923.61,2026-07-19 03:30:42,2026-09-13,2026-07-19 03:30:42,2026-07-19 03:30:42
1581,PO-001581,10,5,3,received,BRL,105537.04,105537.04,2026-01-17 09:37:07,2026-01-30,2026-01-17 09:37:07,2026-01-17 09:37:07
1582,PO-001582,2,5,2,received,BRL,136964.62,136964.62,2022-12-25 10:40:46,2023-01-19,2022-12-25 10:40:46,2022-12-25 10:40:46
1583,PO-001583,20,5,2,received,BRL,154848.24,154848.24,2026-07-21 04:38:13,2026-09-12,2026-07-21 04:38:13,2026-07-21 04:38:13
1584,PO-001584,23,5,1,received,BRL,141263.02,141263.02,2024-06-28 22:31:04,2024-07-26,2024-06-28 22:31:04,2024-06-28 22:31:04
1585,PO-001585,24,5,2,received,BRL,533.18,533.18,2022-06-30 03:31:05,2022-08-23,2022-06-30 03:31:05,2022-06-30 03:31:05
1586,PO-001586,5,13,1,received,BRL,186407.13,186407.13,2025-03-26 02:53:59,2025-05-23,2025-03-26 02:53:59,2025-03-26 02:53:59
1587,PO-001587,5,13,4,partially_received,BRL,24855.00,24855.00,2022-12-11 12:33:15,2022-12-30,2022-12-11 12:33:15,2022-12-11 12:33:15
1588,PO-001588,19,5,5,received,BRL,86415.39,86415.39,2021-10-05 16:30:54,,2021-10-05 16:30:54,2021-10-05 16:30:54
1589,PO-001589,11,13,2,received,BRL,100876.13,100876.13,2025-01-14 14:38:43,2025-02-02,2025-01-14 14:38:43,2025-01-14 14:38:43
1590,PO-001590,18,5,2,received,BRL,31377.06,31377.06,2022-03-05 01:09:22,2022-04-25,2022-03-05 01:09:22,2022-03-05 01:09:22
1591,PO-001591,3,13,2,received,BRL,36357.12,36357.12,2022-01-17 05:54:39,2022-02-07,2022-01-17 05:54:39,2022-01-17 05:54:39
1592,PO-001592,3,13,3,received,BRL,116514.85,116514.85,2026-12-27 12:40:00,2027-02-07,2026-12-27 12:40:00,2026-12-27 12:40:00
1593,PO-001593,12,5,2,partially_received,USD,44168.61,44168.61,2024-09-19 10:52:00,2024-11-17,2024-09-19 10:52:00,2024-09-19 10:52:00
1594,PO-001594,17,13,6,sent,BRL,79397.60,79397.60,2024-10-05 09:54:31,2024-11-11,2024-10-05 09:54:31,2024-10-05 09:54:31
1595,PO-001595,15,5,3,received,BRL,43905.93,43905.93,2026-12-06 02:24:21,2027-01-09,2026-12-06 02:24:21,2026-12-06 02:24:21
1596,PO-001596,12,13,2,received,BRL,76934.72,76934.72,2021-12-03 18:22:24,2022-01-28,2021-12-03 18:22:24,2021-12-03 18:22:24
1597,PO-001597,14,5,2,partially_received,BRL,86455.90,86455.90,2026-12-01 11:49:32,2026-12-08,2026-12-01 11:49:32,2026-12-01 11:49:32
1598,PO-001598,13,13,6,partially_received,BRL,96752.21,96752.21,2022-12-15 08:09:15,2023-02-01,2022-12-15 08:09:15,2022-12-15 08:09:15
1599,PO-001599,8,13,5,partially_received,BRL,8264.70,8264.70,2021-12-04 22:54:47,2021-12-13,2021-12-04 22:54:47,2021-12-04 22:54:47
1600,PO-001600,5,13,5,received,BRL,23916.44,23916.44,2025-10-31 19:01:41,2025-11-05,2025-10-31 19:01:41,2025-10-31 19:01:41
1601,PO-001601,11,13,6,sent,BRL,157098.18,157098.18,2023-10-15 22:53:52,2023-11-09,2023-10-15 22:53:52,2023-10-15 22:53:52
1602,PO-001602,2,13,2,sent,BRL,94022.06,94022.06,2023-12-17 21:00:21,2023-12-20,2023-12-17 21:00:21,2023-12-17 21:00:21
1603,PO-001603,12,5,5,received,USD,151371.33,151371.33,2023-12-21 02:33:24,2024-02-05,2023-12-21 02:33:24,2023-12-21 02:33:24
1604,PO-001604,7,13,1,draft,BRL,89291.99,89291.99,2025-11-23 12:26:16,2026-01-07,2025-11-23 12:26:16,2025-11-23 12:26:16
1605,PO-001605,11,5,2,received,BRL,8592.36,8592.36,2022-10-02 14:42:36,2022-11-13,2022-10-02 14:42:36,2022-10-02 14:42:36
1606,PO-001606,1,13,5,received,BRL,50557.02,50557.02,2023-10-21 00:05:14,2023-10-25,2023-10-21 00:05:14,2023-10-21 00:05:14
1607,PO-001607,19,5,3,cancelled,BRL,68930.31,68930.31,2021-01-08 19:13:06,2021-01-18,2021-01-08 19:13:06,2021-01-08 19:13:06
1608,PO-001608,12,13,5,received,USD,84865.36,84865.36,2020-09-05 21:00:48,2020-10-06,2020-09-05 21:00:48,2020-09-05 21:00:48
1609,PO-001609,13,5,5,received,BRL,100127.11,100127.11,2023-12-23 03:30:35,2024-02-13,2023-12-23 03:30:35,2023-12-23 03:30:35
1610,PO-001610,20,5,5,received,BRL,57853.56,57853.56,2025-07-21 00:13:15,2025-08-11,2025-07-21 00:13:15,2025-07-21 00:13:15
1611,PO-001611,11,13,1,received,BRL,98336.80,98336.80,2024-07-25 02:00:52,2024-09-04,2024-07-25 02:00:52,2024-07-25 02:00:52
1612,PO-001612,12,5,2,sent,USD,13066.92,13066.92,2026-10-21 04:25:36,2026-11-09,2026-10-21 04:25:36,2026-10-21 04:25:36
1613,PO-001613,20,13,5,received,BRL,6621.93,6621.93,2025-10-30 02:53:47,2025-11-06,2025-10-30 02:53:47,2025-10-30 02:53:47
1614,PO-001614,14,13,4,sent,BRL,79652.90,79652.90,2025-09-28 04:02:12,2025-10-14,2025-09-28 04:02:12,2025-09-28 04:02:12
1615,PO-001615,23,13,1,received,BRL,99962.92,99962.92,2026-12-20 15:58:19,2027-01-30,2026-12-20 15:58:19,2026-12-20 15:58:19
1616,PO-001616,24,5,1,received,BRL,155765.16,155765.16,2024-10-06 16:20:16,2024-10-16,2024-10-06 16:20:16,2024-10-06 16:20:16
1617,PO-001617,23,13,5,received,BRL,175561.33,175561.33,2023-05-12 23:48:46,2023-06-02,2023-05-12 23:48:46,2023-05-12 23:48:46
1618,PO-001618,11,5,4,received,BRL,73573.15,73573.15,2023-10-02 23:08:12,2023-11-18,2023-10-02 23:08:12,2023-10-02 23:08:12
1619,PO-001619,3,5,1,received,BRL,44023.81,44023.81,2022-12-07 17:52:25,2023-01-16,2022-12-07 17:52:25,2022-12-07 17:52:25
1620,PO-001620,24,13,3,sent,BRL,139540.03,139540.03,2024-09-20 22:02:04,2024-11-17,2024-09-20 22:02:04,2024-09-20 22:02:04
1621,PO-001621,10,13,6,partially_received,BRL,55881.22,55881.22,2021-10-10 18:47:08,2021-11-13,2021-10-10 18:47:08,2021-10-10 18:47:08
1622,PO-001622,17,5,3,received,BRL,176244.80,176244.80,2023-10-14 07:23:19,2023-10-28,2023-10-14 07:23:19,2023-10-14 07:23:19
1623,PO-001623,16,13,3,received,BRL,96120.34,96120.34,2024-11-12 12:32:56,2024-11-26,2024-11-12 12:32:56,2024-11-12 12:32:56
1624,PO-001624,8,13,6,cancelled,BRL,32076.72,32076.72,2025-10-24 00:48:46,2025-10-30,2025-10-24 00:48:46,2025-10-24 00:48:46
1625,PO-001625,8,5,6,received,BRL,52595.62,52595.62,2026-04-20 09:22:53,2026-05-04,2026-04-20 09:22:53,2026-04-20 09:22:53
1626,PO-001626,10,5,1,partially_received,BRL,160828.26,160828.26,2026-08-19 07:42:51,,2026-08-19 07:42:51,2026-08-19 07:42:51
1627,PO-001627,16,5,6,received,BRL,127820.05,127820.05,2022-01-06 12:14:27,2022-02-16,2022-01-06 12:14:27,2022-01-06 12:14:27
1628,PO-001628,15,13,4,received,BRL,107901.72,107901.72,2026-10-04 23:35:59,2026-10-28,2026-10-04 23:35:59,2026-10-04 23:35:59
1629,PO-001629,4,5,6,received,BRL,45714.80,45714.80,2025-09-06 12:07:10,2025-10-24,2025-09-06 12:07:10,2025-09-06 12:07:10
1630,PO-001630,3,13,3,received,BRL,67717.36,67717.36,2022-11-22 01:12:16,2023-01-15,2022-11-22 01:12:16,2022-11-22 01:12:16
1631,PO-001631,23,13,3,received,BRL,42065.27,42065.27,2024-11-12 09:34:12,2024-12-12,2024-11-12 09:34:12,2024-11-12 09:34:12
1632,PO-001632,9,5,1,sent,BRL,150234.58,150234.58,2024-11-12 16:38:24,,2024-11-12 16:38:24,2024-11-12 16:38:24
1633,PO-001633,7,5,2,received,BRL,96032.81,96032.81,2025-10-18 02:50:04,2025-12-02,2025-10-18 02:50:04,2025-10-18 02:50:04
1634,PO-001634,22,13,1,partially_received,BRL,48921.97,48921.97,2022-12-21 08:27:39,,2022-12-21 08:27:39,2022-12-21 08:27:39
1635,PO-001635,1,5,5,draft,BRL,46170.45,46170.45,2023-08-29 13:00:31,2023-09-22,2023-08-29 13:00:31,2023-08-29 13:00:31
1636,PO-001636,8,13,1,sent,EUR,82779.40,82779.40,2024-12-28 03:10:29,2025-02-15,2024-12-28 03:10:29,2024-12-28 03:10:29
1637,PO-001637,20,5,2,sent,BRL,126442.48,126442.48,2023-07-18 22:51:56,2023-07-27,2023-07-18 22:51:56,2023-07-18 22:51:56
1638,PO-001638,10,5,2,received,BRL,55580.71,55580.71,2026-11-29 21:07:59,2027-01-04,2026-11-29 21:07:59,2026-11-29 21:07:59
